name,pay,age,nationality,shooting,passing,dribbling,Intercept,Stealing,goalkeeper_skill,team_position,team_jersey_number,value,club_name,
S. Guirassy,34000,24,France,74,61,74,29,34,0,ST,18,7500000,Rennais,
Ailton,19000,25,Brazil,59,63,74,73,71,0,RES,39,6500000,VfB Stuttgart,
M. Ilaimaharitra,11000,24,Madagascar,52,69,68,73,71,0,LDM,26,7000000,Sporting de Charleroi,
David Raya,23000,24,Spain,0,0,0,14,13,72,GK,1,5500000,Brentford,
M. Friedrich,20000,24,Germany,36,56,50,77,75,0,RCB,5,7000000,1. FC Union Berlin,
T. Baumgartl,12000,24,Germany,34,55,50,77,75,0,SUB,5,7000000,PSV,
S. Bastien,13000,23,Belgium,67,73,75,66,57,0,SUB,28,7500000,Standard de Lii®ge,
C. Adams,41000,23,England,74,61,73,42,36,0,SUB,10,7500000,Southampton,
J. St. Juste,19000,23,Netherlands,58,65,73,76,67,0,RCB,4,7000000,1. FSV Mainz 05,
A. Toure,19000,24,France,55,67,73,75,73,0,SUB,18,6500000,Eintracht Frankfurt,
H. Choudhury,46000,22,England,44,61,67,79,78,0,SUB,20,7000000,Leicester City,
Marcao,39000,24,Brazil,32,52,55,78,74,0,SUB,45,7000000,Galatasaray SK,
Gelson Dala,10000,23,Angola,72,61,77,19,21,0,ST,64,7500000,Rio Ave FC,
E. Cabaco,20000,25,Uruguay,41,48,53,74,75,0,SUB,3,6500000,Getafe CF,
Marc Cardona,25000,24,Spain,73,60,74,17,12,0,SUB,17,7500000,CA Osasuna,
N. Radonjic,30000,24,Serbia,71,71,75,30,23,0,SUB,7,7500000,Marseille,
R. Si°nchez,28000,24,Paraguay,66,70,72,74,64,0,RCM,20,7500000,Club America,
L. Kalvach,500,24,Czech Republic,63,71,74,72,71,0,CDM,23,7000000,Viktoria Plzeaà,
J. Butland,19000,27,England,0,0,0,13,11,76,SUB,1,5000000,Stoke City,
N. Chalobah,15000,25,England,61,69,73,75,73,0,RDM,14,6500000,Watford,
M. Kempf,19000,25,Germany,38,54,59,74,72,0,LCB,4,6500000,VfB Stuttgart,
K. Linetty,33000,25,Poland,63,71,75,74,70,0,LCM,77,7000000,Torino,
J. Swift,14000,25,England,68,75,76,63,58,0,CAM,10,7000000,Reading,
M. Grimes,20000,24,England,57,76,72,74,68,0,LCM,8,6500000,Swansea City,
A. Gunn,26000,24,England,0,0,0,16,14,72,SUB,28,5500000,Southampton,
Wallace,38000,25,Brazil,28,44,48,77,74,0,RES,45,6500000,Lazio,
T. Bongonda,14000,24,Belgium,66,69,80,26,24,0,LW,10,7500000,KRC Genk,
V. Vada,8000,24,Argentina,66,75,74,70,61,0,RDM,23,7000000,UD Almeri≠a,
E. Gutierrez,15000,25,Mexico,71,75,74,68,57,0,SUB,15,7000000,PSV,
J. Aholou,35000,26,Ivory Coast,64,66,69,76,72,0,SUB,6,6500000,AS Monaco,
L. Mousset,29000,24,France,75,55,74,20,17,0,SUB,11,7500000,Sheffield United,
Danilo,25000,24,Brazil,65,72,72,75,71,0,SUB,21,7000000,OGC Nice,
K. Ehizibue,21000,25,Netherlands,57,64,71,68,70,0,RB,19,6500000,1. FC Kioln,
V. Guzmi°n,16000,25,Mexico,72,73,75,65,67,0,SUB,6,7000000,Pachuca,
A. Ounas,44000,23,Algeria,66,71,79,54,47,0,RES,39,7500000,Napoli,
R. Marin,24000,24,Romania,73,78,74,61,58,0,CM,8,7000000,Cagliari,
D. Giannoulis,500,24,Greece,48,65,69,71,71,0,LWB,23,6500000,PAOK,
A. Sobolev,500,23,Russia,75,58,71,41,29,0,LS,7,7500000,Spartak Moscow,
Y. Osorio,11000,26,Venezuela,31,44,50,75,73,0,RES,30,6500000,Porto,
M. Okugawa,21000,24,Japan,69,68,78,29,24,0,RAM,37,7500000,Red Bull Salzburg,
M. Gregoritsch,26000,26,Austria,74,72,70,40,38,0,CAM,11,7000000,FC Augsburg,
B. Raman,25000,25,Belgium,76,68,81,33,31,0,LS,9,7000000,FC Schalke 04,
Fede Vico,21000,25,Spain,66,75,77,56,54,0,CAM,14,7000000,Granada CF,
O. Selni¶s,14000,25,Norway,68,74,74,65,64,0,LCM,10,7000000,Shenzhen FC,
V. Verre,17000,26,Italy,74,73,75,65,65,0,SUB,8,7000000,Sampdoria,
E. Krafth,29000,25,Sweden,52,66,70,75,73,0,SUB,17,6000000,Newcastle United,
Doria,20000,25,Brazil,59,59,57,75,73,0,LCB,21,6500000,Santos Laguna,
Jordi Quintilli†,15000,26,Spain,68,74,75,64,56,0,CDM,8,7000000,FC St. Gallen,
B. Osborn,26000,25,England,65,72,73,69,68,0,SUB,23,6000000,Sheffield United,
R. Durmisi,39000,26,Denmark,61,72,73,72,70,0,RES,39,6000000,Lazio,
T. Boyd,47000,25,United States,73,66,77,14,12,0,LM,11,7000000,Beaüiktaaü JK,
A. Scholz,22000,27,Denmark,50,62,64,74,73,0,LCB,14,6000000,Midtjylland,
C. Stankovic,18000,27,Austria,0,0,0,14,15,70,GK,1,4900000,Red Bull Salzburg,
I. Bebou,31000,26,Togo,72,66,79,35,33,0,ST,9,7000000,TSG 1899 Hoffenheim,
V. Karavaev,0,25,Russia,59,70,69,73,71,0,0,0,0,0,
J. Ledesma,19000,27,Argentina,0,0,0,13,12,73,SUB,34,4900000,Ci°diz CF,
E. Gomez,12000,26,Argentina,53,65,73,73,73,0,LB,24,6000000,Argentinos Juniors,
A. Zeneli,21000,25,Kosovo,70,69,80,33,24,0,LM,10,7000000,Stade de Reims,
Vigaray,9000,25,Spain,49,61,70,76,74,0,RB,2,6000000,Real Zaragoza,
A. Brianißon,18000,25,France,48,59,54,74,72,0,RCB,23,6500000,NiÆmes Olympique,
Murilo,10000,25,Brazil,70,65,77,21,23,0,SUB,26,7000000,RCD Mallorca,
R. Assale,15000,26,Ivory Coast,73,68,81,35,26,0,ST,15,7000000,Dijon FCO,
Kaku,8000,25,Paraguay,67,72,77,53,55,0,LM,10,7000000,New York Red Bulls,
O. Colley,16000,27,Gambia,31,48,52,77,74,0,SUB,15,6000000,Sampdoria,
S. Thioub,20000,25,Senegal,72,69,75,21,16,0,SUB,22,7000000,Angers SCO,
Ivi°n Alejo,24000,25,Spain,70,73,75,39,42,0,LM,14,7000000,Ci°diz CF,
Bernardo,39000,25,Brazil,49,62,69,75,76,0,SUB,30,6000000,Brighton & Hove Albion,
M. Turner,6000,26,United States,0,0,0,11,11,79,GK,30,5000000,New England Revolution,
K. Pedersen,15000,25,Denmark,37,58,65,75,70,0,LB,3,6000000,Birmingham City,
Pedro Rebocho,8000,25,Portugal,58,69,75,74,73,0,LB,8,6000000,En Avant de Guingamp,
D. Hovorka,500,26,Czech Republic,39,63,69,76,74,0,SUB,2,6000000,SK Slavia Praha,
S. Plava°ic,500,24,Serbia,67,68,77,28,22,0,SUB,22,7000000,Sparta Praha,
M. Heƒça,500,29,Czech Republic,0,0,0,14,13,74,GK,29,4700000,Sparta Praha,
J. Brabec,500,27,Czech Republic,51,61,63,75,75,0,LCB,22,6000000,Viktoria Plzeaà,
J. Uronen,13000,25,Finland,57,69,68,73,70,0,SUB,21,6000000,KRC Genk,
S. Dioudis,500,27,Greece,0,0,0,20,11,73,GK,1,4700000,Panathinaikos FC,
J. Brenet,26000,26,Netherlands,36,61,72,70,75,0,SUB,2,6000000,TSG 1899 Hoffenheim,
B. Dack,37000,26,England,72,71,76,56,48,0,SUB,23,7000000,Blackburn Rovers,
Medri°n,8000,26,Spain,68,77,72,66,59,0,LCM,10,6500000,Chicago Fire,
E. Sobol,21000,25,Ukraine,61,73,73,71,67,0,LM,2,7000000,Club Brugge,
A. Masina,15000,26,Italy,42,67,68,75,76,0,RES,11,6000000,Watford,
C. Espinoza,8000,25,Argentina,66,69,75,33,36,0,RM,10,7000000,San Jose Earthquakes,
D. Barbona,19000,25,Argentina,65,72,72,40,38,0,SUB,30,7000000,Club Tijuana,
Juli Piresinho,8000,20,Brazil,48,62,66,76,75,0,RB,26,6000000,Bahia,
M. Olunga,12000,26,Kenya,75,48,63,18,13,0,RS,14,7000000,Kashiwa Reysol,
M. Mohammadi,18000,26,Iran,57,64,73,68,67,0,SUB,15,6000000,KAA Gent,
K. Laifis,14000,27,Cyprus,61,71,69,75,73,0,LCB,34,6000000,Standard de Lii®ge,
N. Sangare,45000,26,Turkey,44,64,72,73,67,0,SUB,8,6000000,Fenerbahiße SK,
T. Kolodziejczak,26000,28,France,37,67,60,75,75,0,LCB,5,5500000,AS Saint-iâtienne,
A. Hansen,6000,30,Norway,0,0,0,15,14,75,GK,1,4400000,Rosenborg BK,
E. Mangala,27000,29,France,42,53,51,77,76,0,LCB,4,5500000,Valencia CF,
iÅlex Ferni°ndez,25000,27,Spain,71,76,72,69,66,0,CAM,8,6500000,Ci°diz CF,
Diego Marii±o,7000,30,Spain,0,0,0,15,16,72,GK,13,4400000,Real Sporting de Gijon,
G. Trauner,23000,28,Austria,57,62,61,78,73,0,CB,18,5500000,LASK Linz,
D. Johnson,26000,27,Jamaica,71,72,74,61,52,0,CAM,11,6500000,Preston North End,
G. Caprari,18000,26,Italy,68,70,81,13,12,0,RF,33,6500000,Benevento,
J. Bryan,65000,26,England,64,68,69,72,72,0,LB,23,5500000,Fulham,
V. Fischer,19000,26,Denmark,70,70,76,35,26,0,LM,7,6500000,FC Ki∏benhavn,
Vadillo,19000,25,Spain,68,68,80,26,25,0,SUB,7,6500000,RC Celta,
D. Ward,43000,27,Wales,0,0,0,20,18,73,SUB,12,4600000,Leicester City,
O. Tannane,17000,26,Morocco,74,72,75,34,37,0,CAM,14,6500000,Vitesse,
A. Duncan,40000,27,Ghana,63,73,72,80,76,0,SUB,8,6500000,Fiorentina,
Kevin Rodrigues,23000,26,Portugal,59,75,72,75,76,0,SUB,24,6500000,SD Eibar,
Andre Ramalho,23000,28,Brazil,60,66,65,74,71,0,RCB,15,5500000,Red Bull Salzburg,
M. Benassi,22000,25,Italy,70,73,76,74,70,0,RF,24,6500000,Hellas Verona,
Luiz Phellype,13000,26,Brazil,78,59,69,34,22,0,SUB,29,6500000,Sporting CP,
Gilberto,11000,27,Brazil,55,69,71,76,73,0,SUB,23,5500000,Benfica,
Kwon Chang Hoon,22000,26,Korea Republic,70,73,78,52,51,0,SUB,28,6500000,SC Freiburg,
F. Meza,36000,28,Colombia,40,55,62,75,77,0,SUB,21,5500000,Tigres U.A.N.L.,
H. Villalba,500,25,Paraguay,72,64,80,52,30,0,SUB,23,6500000,Club Libertad,
A. Aguerre,11000,29,Argentina,0,0,0,19,12,72,GK,1,4600000,"Newell""s Old Boys",
L. Janson,16000,25,Argentina,72,65,78,31,29,0,LW,11,6500000,Velez Sarsfield,
Carlos Mane,11000,26,Portugal,71,67,79,34,33,0,RW,21,6500000,Rio Ave FC,
S. Adamyan,28000,27,Armenia,73,64,77,25,26,0,SUB,23,6500000,TSG 1899 Hoffenheim,
J. Calleri,28000,26,Argentina,74,62,74,39,32,0,SUB,16,6500000,CA Osasuna,
S. Cristoforo,37000,26,Uruguay,58,67,68,75,72,0,RES,19,6000000,Fiorentina,
M. Doumbia,21000,25,Mali,69,69,77,37,44,0,RES,25,6500000,Stade de Reims,
Luis Rioja,21000,26,Spain,67,69,76,26,28,0,LM,11,6500000,Deportivo Alaves,
F. Andone,49000,27,Romania,74,62,73,54,38,0,RES,21,6500000,Brighton & Hove Albion,
Pol Llonch,9000,27,Spain,51,61,66,78,73,0,LCM,8,6000000,Willem II,
Lekue,18000,27,Spain,64,69,73,69,69,0,SUB,15,5500000,Athletic Club de Bilbao,
C. Domi≠nguez,500,25,Paraguay,70,70,74,33,32,0,SUB,40,6500000,Club Guarani≠,
B. Valdez,29000,27,Paraguay,36,57,53,74,72,0,RES,18,5500000,Club America,
Joao Novais,13000,26,Portugal,76,76,77,56,48,0,RES,17,6500000,SC Braga,
E. Akbaba,49000,27,Turkey,72,75,74,55,45,0,CDM,20,6500000,Galatasaray,
G. Cimirot,15000,27,Bosnia Herzegovina,67,71,73,70,68,0,RCM,8,6500000,Standard de Lii®ge,
J. Gressel,8000,26,Germany,66,74,71,64,59,0,RWB,31,6500000,DC United,
Rodrigo,500,27,Brazil,61,74,74,70,70,0,SUB,2,5500000,PAOK,
V. Buyalskyi,500,27,Ukraine,67,70,76,74,69,0,LDM,29,6500000,Dynamo Kyiv,
G. Masouras,500,26,Greece,72,70,73,33,35,0,SUB,19,6500000,Olympiacos,
A. McGregor,21000,38,Scotland,0,0,0,13,15,73,SUB,1,575000,Rangers FC,
M. Rodri≠guez,11000,39,Argentina,75,75,75,30,26,0,LW,11,1500000,"Newell""s Old Boys",
M. Topal,28000,34,Turkey,64,62,67,77,73,0,SUB,5,2200000,Medipol Baaüakaüehir FK,
R. Klavan,25000,34,Estonia,48,63,60,78,75,0,LCB,15,2100000,Cagliari,
A. Turan,49000,33,Turkey,72,77,76,63,60,0,RCM,66,3400000,Galatasaray,
Ruben,13000,36,Spain,0,0,0,13,12,74,SUB,13,950000,CA Osasuna,
K. Huntelaar,12000,36,Netherlands,79,63,63,33,23,0,SUB,9,2000000,Ajax,
C. Maggio,11000,38,Italy,69,69,71,75,73,0,RB,11,1000000,Benevento,
D. Cvitanich,14000,36,Argentina,74,71,71,32,34,0,SUB,20,2000000,Racing Club,
G. Hoarau,23000,36,France,76,68,68,53,35,0,RES,12,2000000,FC Sion,
Salva Sevilla,7000,36,Spain,70,80,71,50,38,0,LCM,8,1800000,RCD Mallorca,
C. Gentner,26000,34,Germany,73,73,67,77,76,0,CAM,34,2700000,1. FC Union Berlin,
K. El Ahmadi,21000,35,Morocco,61,68,72,75,72,0,CDM,20,1800000,Al Ittihad,
D. LimberskiΩ,500,36,Czech Republic,63,70,71,72,72,0,LB,8,1000000,Viktoria Plzeaà,
D. Congre,18000,35,France,31,61,64,77,76,0,LCB,3,1700000,Montpellier HSC,
S. Sessi®gnon,12000,36,Benin,69,74,79,68,66,0,SUB,17,1900000,Genißlerbirligi SK,
Sergio,15000,33,Spain,0,0,0,12,13,73,GK,25,3000000,RC Celta,
Adriano,8000,35,Brazil,66,73,75,74,73,0,RB,21,1600000,KAS Eupen,
B. Wright-Phillips,7000,35,England,74,58,69,29,25,0,SUB,66,2600000,Los Angeles FC,
I. Sosa,16000,33,Argentina,71,69,74,47,39,0,LW,18,3400000,Pachuca,
G. Cabral,15000,34,Argentina,33,52,55,74,78,0,RCB,22,2100000,Pachuca,
Ci°ssio,10000,39,Brazil,0,0,0,17,14,69,GK,1,575000,Al Taawoun,
Danilo,18000,36,Brazil,39,49,52,80,75,0,RCB,23,1100000,Bologna,
Marcelo Grohe,24000,33,Brazil,0,0,0,10,17,75,GK,34,3000000,Al Ittihad,
E. Viviano,10000,34,Italy,0,0,0,10,12,77,GK,2,2500000,Fatih Karagumruk S.K.,
S. Long,47000,33,Republic of Ireland,72,62,73,27,24,0,LS,7,3500000,Southampton,
F. Bastians,13000,32,Germany,60,68,59,74,73,0,RCB,15,3600000,Tianjin TEDA FC,
L. De Silvestri,27000,32,Italy,67,73,73,74,74,0,SUB,29,4400000,Bologna,
D. Buonanotte,500,32,Argentina,67,72,79,31,18,0,SUB,18,4400000,Universidad Catolica,
Mario Sui°rez,7000,33,Spain,68,71,69,73,71,0,CDM,4,2700000,Rayo Vallecano,
G. Murray,14000,36,England,75,59,66,29,23,0,SUB,17,2000000,Watford,
J. Altidore,9000,30,United States,75,61,69,34,17,0,ST,17,5500000,Toronto FC,
Mossoro,16000,36,Brazil,71,75,75,42,47,0,CAM,10,1900000,Gioztepe SK,
G. Svensson,7000,33,Sweden,45,64,64,73,72,0,SUB,4,2700000,Seattle Sounders FC,
N. Dirar,49000,34,Morocco,65,70,76,56,50,0,SUB,17,2800000,Fenerbahiße SK,
Kiko Casilla,53000,33,Spain,0,0,0,15,11,72,SUB,13,3000000,Leeds United,
Fabricio,53000,32,Spain,0,0,0,14,11,71,RES,31,3400000,Fulham,
K. Grosicki,62000,32,Poland,72,71,74,28,20,0,SUB,13,4400000,West Bromwich Albion,
C. Zapata,14000,33,Colombia,32,46,56,76,74,0,SUB,2,2700000,Genoa,
E. Pieters,39000,31,Netherlands,40,69,69,74,73,0,SUB,23,4100000,Burnley,
Varela,500,32,Cape Verde,44,54,59,76,73,0,RCB,5,3600000,PAOK,
Mosquera,19000,32,Spain,59,70,67,72,66,0,LDM,5,3700000,SD Huesca,
C. Cathcart,15000,31,Northern Ireland,37,56,52,77,75,0,RCB,15,4200000,Watford,
O. Kudela,500,33,Czech Republic,54,66,70,73,73,0,RCB,15,2700000,SK Slavia Praha,
D. McGoldrick,33000,32,Republic of Ireland,72,72,77,27,19,0,LS,17,4500000,Sheffield United,
R. aòezni≠k,500,31,Czech Republic,58,65,68,72,72,0,RB,14,4100000,Viktoria Plzeaà,
D. Vukovic,7000,35,Australia,0,0,0,15,11,78,GK,1,1500000,KRC Genk,
A. Ranocchia,59000,32,Italy,32,57,58,80,76,0,SUB,13,3600000,Inter,
S. De Maio,14000,33,France,33,38,49,78,74,0,SUB,87,2700000,Udinese,
A. Carroll,36000,31,England,76,62,66,46,44,0,SUB,7,5000000,Newcastle United,
A. Hrua°ka,500,34,Czech Republic,0,0,0,23,22,75,GK,16,2500000,Viktoria Plzeaà,
Oier,6000,30,Spain,0,0,0,18,16,77,SUB,1,3800000,RCD Espanyol,
F. Frei,14000,31,Switzerland,72,74,70,69,67,0,LDM,20,4300000,FC Basel 1893,
G. Sio,18000,31,Ivory Coast,75,71,73,18,12,0,RM,13,5000000,Genißlerbirligi SK,
Zanka,45000,30,Denmark,40,58,54,77,70,0,SUB,32,4600000,Fenerbahiße SK,
S. Terodde,15000,32,Germany,76,54,65,42,19,0,ST,9,4500000,Hamburger SV,
N. Muller,10000,32,Germany,72,70,79,46,37,0,CAM,9,4400000,Western Sydney Wanderers,
J. Faussurier,16000,33,France,59,73,70,74,71,0,RB,22,2500000,Stade Brestois 29,
L. Kone,23000,31,Ivory Coast,38,50,55,74,68,0,LCB,5,4200000,RC Strasbourg Alsace,
M. Carcela-Gonzi°lez,16000,31,Morocco,71,71,81,38,30,0,RW,10,4900000,Standard de Lii®ge,
M. Lang,29000,29,Switzerland,68,67,66,77,76,0,RES,3,4600000,Borussia Mionchengladbach,
J. Russell,9000,30,Scotland,73,70,75,53,32,0,RW,7,5500000,Sporting Kansas City,
D. Welbeck,19000,29,England,72,67,72,38,33,0,RES,38,5500000,Watford,
R. Zieler,18000,31,Germany,0,0,0,12,13,74,SUB,16,3600000,1. FC Kioln,
M. Rybus,500,30,Poland,69,72,72,73,68,0,LB,31,4400000,Lokomotiv Moscow,
F. Navarro,20000,31,Mexico,58,66,69,72,73,0,RB,5,4100000,Club Leon,
I. Radovanovic,14000,31,Serbia,59,70,66,75,68,0,SUB,21,4300000,Genoa,
Claudemir,15000,32,Brazil,67,72,71,72,68,0,CDM,6,3700000,Sivasspor,
Juanfran,13000,31,Spain,66,69,74,73,73,0,RB,24,4100000,Alanyaspor,
B. Ecuele Manga,13000,31,Gabon,35,56,49,75,74,0,RCB,25,4200000,Dijon FCO,
M. Schmelzer,38000,32,Germany,48,66,65,75,74,0,SUB,29,3500000,Borussia Dortmund,
"A. N""Diaye",26000,30,Senegal,63,68,69,71,71,0,CDM,81,4600000,Al Shabab,
J. Livermore,57000,30,England,63,69,69,72,66,0,RDM,8,4600000,West Bromwich Albion,
R. Jack,45000,28,Scotland,60,70,71,78,72,0,RDM,8,5500000,Rangers FC,
D. Latza,24000,30,Germany,57,72,74,56,49,0,LDM,6,5000000,1. FSV Mainz 05,
iâder,500,32,Portugal,73,60,68,33,28,0,SUB,19,4500000,Lokomotiv Moscow,
Quique,25000,30,Spain,75,65,74,37,32,0,SUB,7,5500000,SD Eibar,
S. Zuber,25000,28,Switzerland,74,72,76,73,68,0,SUB,11,5500000,Eintracht Frankfurt,
Ruben Perez,13000,31,Spain,64,70,65,78,71,0,RDM,21,4800000,CD Leganes,
M. Samassa,12000,30,Mali,0,0,0,11,12,71,GK,30,3800000,Sivasspor,
Balenziaga,18000,32,Spain,46,68,69,73,71,0,LB,24,3500000,Athletic Club de Bilbao,
Etxeita,21000,32,Spain,35,49,56,75,76,0,LCB,4,3600000,Getafe CF,
M. Gulde,21000,29,Germany,40,53,58,77,76,0,SUB,5,4700000,SC Freiburg,
T. Arslan,15000,29,Germany,67,74,75,74,69,0,RES,24,4800000,Udinese,
K. Theophile-Catherine,500,30,France,50,66,64,80,76,0,RCB,28,4600000,Dinamo Zagreb,
G. Tiore,51000,28,Turkey,68,74,78,38,32,0,SUB,62,5500000,Beaüiktaaü JK,
S. Sow,38000,31,Mali,47,65,72,77,69,0,RDM,21,4300000,Nottingham Forest,
V. Berisha,22000,27,Kosovo,70,71,77,58,54,0,CAM,14,6000000,Stade de Reims,
G. Arlauskis,21000,32,Lithuania,0,0,0,14,14,72,GK,1,3400000,Al Shabab,
Rafael,11000,30,Brazil,0,0,0,11,17,72,GK,33,3800000,Reading,
M. Lestienne,17000,28,Belgium,72,71,78,27,34,0,LW,22,5500000,Standard de Lii®ge,
Y. Mallƒ±,37000,28,Turkey,67,74,78,29,21,0,SUB,10,5500000,VfL Wolfsburg,
M. Barthelme,8000,31,France,62,73,73,67,69,0,RM,28,4900000,ESTAC Troyes,
M. Jajalo,16000,32,Bosnia Herzegovina,64,74,76,74,70,0,LCM,8,4300000,Udinese,
A. Luthe,19000,33,Germany,0,0,0,14,12,75,GK,1,3000000,1. FC Union Berlin,
V. Le Goff,24000,30,France,61,67,71,74,75,0,LB,25,4400000,FC Lorient,
Douglas,47000,29,Brazil,65,70,76,75,73,0,RB,5,4600000,Beaüiktaaü JK,
L. Benito,26000,28,Switzerland,51,67,67,70,73,0,SUB,23,4800000,FC Girondins de Bordeaux,
A. Gray,19000,29,England,74,62,72,23,20,0,RES,18,5500000,Watford,
S. Ilsanker,22000,31,Austria,53,53,50,75,74,0,SUB,3,4200000,Eintracht Frankfurt,
Renan Ribeiro,9000,30,Brazil,0,0,0,18,12,72,RES,1,3800000,Sporting CP,
C. Dawson,15000,30,England,46,59,61,73,75,0,RES,4,4600000,Watford,
M. Ninkovic,7000,35,Serbia,69,73,76,54,50,0,LAM,10,2500000,Sydney FC,
M. Faraoni,24000,28,Italy,69,73,73,72,73,0,RM,5,5500000,Hellas Verona,
J. Bruma,34000,28,Netherlands,53,58,56,75,72,0,SUB,5,4900000,VfL Wolfsburg,
T. Gutierrez,500,35,Colombia,74,72,77,26,20,0,LS,29,2600000,Junior FC,
Ii±igo Perez,24000,32,Spain,65,77,66,75,73,0,LB,21,3700000,CA Osasuna,
Gabriel Silva,26000,29,Brazil,60,71,71,73,70,0,SUB,11,4600000,AS Saint-iâtienne,
Ximo Navarro,19000,30,Spain,47,65,68,70,71,0,RB,23,4400000,Deportivo Alaves,
M. Linnes,47000,28,Norway,57,65,73,72,71,0,SUB,14,4800000,Galatasaray SK,
Sergio Leon,23000,31,Spain,76,63,75,33,21,0,SUB,7,5000000,Levante UD,
G. Tzavellas,13000,32,Greece,63,66,62,74,72,0,RCB,31,3600000,Alanyaspor,
V. Aboubakar,14000,28,Cameroon,74,68,77,23,19,0,SUB,9,6000000,Porto,
Kim Bo Kyung,11000,30,Korea Republic,68,71,73,58,55,0,LCM,13,5500000,Jeonbuk Hyundai Motors,
B. Linssen,15000,29,Netherlands,74,68,74,43,41,0,LW,11,5500000,Feyenoord,
H. Tekin,36000,31,Turkey,0,0,0,14,12,73,GK,35,3600000,Fenerbahiße SK,
J. Clasie,11000,29,Netherlands,64,77,73,62,58,0,SUB,20,5500000,AZ Alkmaar,
R. Inglese,31000,28,Italy,75,49,67,13,12,0,SUB,45,6000000,Parma,
Ilie Si°nchez,8000,29,Spain,47,67,71,69,64,0,SUB,6,4800000,Sporting Kansas City,
J. Guidetti,23000,28,Sweden,76,67,72,30,26,0,SUB,10,6000000,Deportivo Alaves,
D. Royer,8000,30,Austria,73,68,76,43,40,0,LS,77,5500000,New York Red Bulls,
N. Ji∏rgensen,15000,29,Denmark,75,70,71,36,24,0,ST,9,5500000,Feyenoord,
P. Pervan,26000,32,Austria,0,0,0,21,19,72,SUB,12,3400000,VfL Wolfsburg,
M. Esser,17000,32,Germany,0,0,0,15,16,71,GK,31,3400000,Hannover 96,
Bruno,16000,30,Spain,32,47,46,74,73,0,SUB,6,4600000,Real Valladolid CF,
Guilherme,28000,29,Brazil,67,69,76,56,55,0,RM,6,5500000,Trabzonspor,
Juan Jesus,38000,29,Brazil,33,52,59,77,75,0,SUB,5,4700000,Roma,
J. Schlupp,43000,27,Ghana,68,66,74,70,71,0,LM,15,6000000,Crystal Palace,
L. Tonelli,16000,30,Italy,31,44,59,80,78,0,LCB,21,4600000,Sampdoria,
Recio,24000,29,Spain,67,73,71,75,62,0,SUB,18,5500000,SD Eibar,
J. Kurtic,27000,31,Slovenia,69,73,71,75,72,0,SUB,14,4800000,Parma,
F. Klaus,35000,27,Germany,68,68,78,33,29,0,RB,11,6000000,VfL Wolfsburg,
K. Stafylidis,26000,26,Greece,64,67,72,76,77,0,SUB,5,5000000,TSG 1899 Hoffenheim,
T. Chandler,24000,30,United States,71,73,71,77,76,0,SUB,22,5500000,Eintracht Frankfurt,
iÅlex Marti≠nez,21000,29,Spain,59,68,70,74,72,0,SUB,3,4600000,Granada CF,
T. Bifouma,15000,28,Congo,71,63,77,23,19,0,SUB,19,5500000,Shenzhen FC,
V. Germain,34000,30,France,75,73,74,21,18,0,SUB,28,5500000,Marseille,
F. Gutierrez,8000,29,Chile,72,74,76,69,53,0,SUB,10,5500000,Sporting Kansas City,
A. Knockaert,81000,28,France,69,72,79,40,34,0,SUB,11,5500000,Fulham,
D. Lezcano,14000,30,Paraguay,74,68,73,42,42,0,ST,8,5500000,FC Jui°rez,
Diogo Figueiras,13000,29,Portugal,60,66,77,68,71,0,RES,19,4600000,SC Braga,
L. Advi≠ncula,7000,30,Peru,64,69,75,70,66,0,RB,17,4400000,Rayo Vallecano,
J. Campbell,24000,28,Costa Rica,74,73,75,40,42,0,SUB,12,6000000,Club Leon,
I. Piris,500,31,Paraguay,48,61,70,73,71,0,LB,3,4100000,Club Libertad,
N. Sliti,26000,27,Tunisia,69,71,77,35,27,0,LM,13,6000000,Ettifaq FC,
J. Kopic,500,30,Czech Republic,71,70,76,38,31,0,SUB,10,5500000,Viktoria Plzeaà,
T. MalinskiΩ,500,28,Czech Republic,67,68,75,30,26,0,SUB,26,5500000,SK Slavia Praha,
C. Atsu,34000,28,Ghana,67,69,79,33,32,0,RES,30,5500000,Newcastle United,
D. Gayle,37000,29,England,75,58,74,24,14,0,SUB,12,5500000,Newcastle United,
A. Ring,8000,29,Finland,65,69,74,75,69,0,LM,8,4800000,New York City FC,
V. Chiriche»ô,25000,30,Romania,62,56,62,78,76,0,RCB,21,4600000,Sassuolo,
Joao Pereira,17000,36,Portugal,61,71,74,74,72,0,RB,47,1000000,Trabzonspor,
D. Garmash,500,30,Ukraine,72,74,70,73,65,0,RES,19,5500000,Dynamo Kyiv,
S. Kryvtsov,500,29,Ukraine,44,51,50,77,74,0,RCB,4,4700000,Shakhtar Donetsk,
M. Morozyuk,13000,32,Ukraine,62,74,70,72,70,0,RB,55,3500000,iáaykur Rizespor,
A. Yiadom,14000,28,Ghana,53,62,73,74,75,0,RB,17,4800000,Reading,
Marcos Junior,12000,27,Brazil,74,68,76,13,16,0,CAM,9,6000000,Yokohama F. Marinos,
S. Holmen,10000,28,Sweden,36,49,46,76,76,0,RCB,25,4900000,Willem II,
Romarinho,36000,29,Brazil,70,67,78,22,23,0,LW,90,5500000,Al Ittihad,
S. Mitrovic,23000,30,Serbia,34,50,53,76,73,0,RCB,13,4600000,RC Strasbourg Alsace,
